user_id, local_clustering_coefficient, eigenvector_centrality, degree_centrality, closeness_centrality, betweenness_centrality, community_id, champion
<id-number>,1,0.001921748,0.000966495,0.338991039,0,0,0
<id-number>,1,0.001362507,0.000483247,0.336796862,0,0,0
<id-number>,1,0.001965312,0.000483247,0.35411245,0,0,0
<id-number>,1,0.000220926,0.000322165,0.300626805,0,0,0
<id-number>,1,0.000430131,0.000483247,0.312364945,0,0,0
<id-number>,1,0.002772279,0.00128866,0.34908165,0,0,0
<id-number>,1,0.000984039,0.000322165,0.335519388,0,0,0
<id-number>,1,0.00333642,0.001127577,0.358645254,0,0,0
<id-number>,1,0.000873305,0.00064433,0.332046885,0,0,0
<id-number>,1,0.002121916,0.00064433,0.346193129,0,0,0
<id-number>,1,0.000193188,0.000483247,0.302255702,0,0,0
<id-number>,1,0.001334271,0.000805412,0.33731058,0,0,0
<id-number>,1,0.000450056,0.000322165,0.315757792,0,0,0
<id-number>,1,0.002276627,0.00064433,0.356231176,0,0,0
<id-number>,1,0.001084264,0.00064433,0.332724896,0,0,0
<id-number>,1,0.000210632,0.000322165,0.304021717,0,0,0
<id-number>,1,0.000292021,0.000322165,0.309028812,0,0,0
<id-number>,1,0.00082046,0.000322165,0.334233526,0,0,0
<id-number>,1,0.00200779,0.000483247,0.355311316,0,0,0
<id-number>,1,0.000525058,0.000322165,0.320663403,0,0,0
<id-number>,1,0.000538233,0.000322165,0.327325174,0,0,0
<id-number>,1,0.002025049,0.000483247,0.353384905,0,0,0
<id-number>,1,0.000525215,0.000322165,0.32381604,0,0,0
<id-number>,1,0.000350384,0.000483247,0.310500968,0,0,0
<id-number>,1,0.002670481,0.000805412,0.366001319,0,0,0
<id-number>,1,0.000612032,0.000322165,0.323545319,0,0,0
<id-number>,1,0.00110641,0.000322165,0.339623207,0,0,0
<id-number>,1,0.001378134,0.000483247,0.337678481,0,0,0
<id-number>,1,0.001484068,0.000483247,0.340594626,0,0,0
<id-number>,1,0.000599161,0.000322165,0.322921007,0,0,0
<id-number>,1,0.000536121,0.000322165,0.32116236,0,0,0
<id-number>,1,0.003127493,0.00064433,0.373620365,0,0,0
<id-number>,1,0.002194944,0.00193299,0.338638792,0,0,0
<id-number>,1,0.002065819,0.002416237,0.335283209,0,0,0
<id-number>,1,0.00026949,0.000322165,0.310034564,0,0,0
<id-number>,1,0.00153498,0.000966495,0.338250317,0,0,0
<id-number>,1,0.000387266,0.000322165,0.310205416,0,0,0
<id-number>,1,0.001504154,0.000483247,0.350009062,0,0,0
<id-number>,1,0.000457196,0.000483247,0.318732193,0,0,0
<id-number>,1,0.001308937,0.000322165,0.350028847,0,0,0
<id-number>,1,0.001274849,0.000322165,0.338490696,0,0,0
<id-number>,1,0.002830912,0.000805412,0.360524618,0,0,0
<id-number>,1,0.003621829,0.00064433,0.370734661,0,0,0
<id-number>,1,0.001805622,0.000483247,0.351818768,0,0,0
<id-number>,1,0.000678357,0.000483247,0.32481825,0,0,0
<id-number>,1,0.000101433,0.000322165,0.280422549,0,0,0
<id-number>,1,0.001589303,0.000483247,0.344747526,0,0,0
<id-number>,1,0.000768288,0.00064433,0.326427872,0,0,0
<id-number>,1,0.000761111,0.000322165,0.333459546,0,0,0
<id-number>,1,0.001417042,0.00064433,0.338657313,0,0,0
<id-number>,1,0.000362984,0.000322165,0.316160853,0,0,0
<id-number>,1,0.000643514,0.000322165,0.324256929,0,0,0
<id-number>,1,0.000801059,0.000322165,0.327897178,0,0,0
<id-number>,1,0.000207852,0.000322165,0.298065385,0,0,0
<id-number>,1,0.000104125,0.000322165,0.28619016,0,0,0
<id-number>,1,0.001317883,0.000322165,0.340463535,0,0,0
<id-number>,1,0.00149601,0.000322165,0.343409146,0,0,0
<id-number>,1,0.00224239,0.000483247,0.361239736,0,0,0
<id-number>,1,0.000904629,0.000483247,0.328488611,0,0,0
<id-number>,1,0.000903826,0.000483247,0.327221387,0,0,0
<id-number>,1,0.000780948,0.000322165,0.33381909,0,0,0
<id-number>,1,0.000906606,0.00064433,0.330787452,0,0,0
<id-number>,1,0.001240758,0.000322165,0.340575893,0,0,0
<id-number>,1,0.000486715,0.000483247,0.317408771,0,0,0
<id-number>,1,0.001911582,0.001127577,0.342781793,0,0,0
<id-number>,1,0.000642799,0.000322165,0.325860978,0,0,0
<id-number>,1,0.001357395,0.000322165,0.341628155,0,0,0
<id-number>,1,0.001308038,0.00064433,0.339009598,0,0,0
<id-number>,1,0.001354499,0.000322165,0.349890394,0,0,0
<id-number>,1,0.004546581,0.002255155,0.367783934,0,0,0
<id-number>,1,0.000937407,0.000322165,0.335374008,0,0,0
<id-number>,1,0.000178109,0.000322165,0.300247797,0,0,0
<id-number>,1,0.001402532,0.00064433,0.350187214,0,0,0
<id-number>,1,0.001291755,0.000805412,0.340444816,0,0,0
<id-number>,1,0.00069339,0.00064433,0.323308809,0,0,0
<id-number>,1,0.00248759,0.00128866,0.348100422,0,0,0
<id-number>,1,0.001501681,0.000322165,0.350464699,0,0,0
<id-number>,1,0.000285425,0.000322165,0.307082439,0,0,0
<id-number>,1,0.00163308,0.000483247,0.35169887,0,0,0
<id-number>,1,0.000239384,0.000322165,0.307509451,0,0,0
<id-number>,1,0.000503331,0.00064433,0.31672687,0,0,0
<id-number>,1,0.000364351,0.000322165,0.311798696,0,0,0
<id-number>,1,0.000104125,0.000322165,0.28619016,0,0,0
<id-number>,1,0.001975306,0.000322165,0.355821762,0,0,0
<id-number>,1,0.001272284,0.00064433,0.338102561,0,0,0
<id-number>,1,0.001531392,0.000483247,0.350861872,0,0,0
<id-number>,1,0.000739717,0.000322165,0.327221387,0,0,0
<id-number>,1,0.002317156,0.000966495,0.351319734,0,0,0
<id-number>,1,0.001219257,0.000322165,0.337457644,0,0,0
<id-number>,1,0.000585339,0.000322165,0.324596892,0,0,0
<id-number>,1,0.000519726,0.000322165,0.319258072,0,0,0
<id-number>,1,0.000803029,0.000322165,0.332671268,0,0,0
<id-number>,1,0.000963525,0.000483247,0.330875831,0,0,0
<id-number>,1,0.001236409,0.000322165,0.349061971,0,0,0
<id-number>,1,0.002143257,0.000483247,0.356313172,0,0,0
<id-number>,1,0.001131178,0.000483247,0.335156174,0,0,0
<id-number>,1,0.000550142,0.000322165,0.327169519,0,0,0
<id-number>,1,0.001121806,0.000483247,0.336248184,0,0,0
<id-number>,1,0.000287471,0.000322165,0.305974715,0,0,0
<id-number>,1,0.001879025,0.000483247,0.352519801,0,0,0
<id-number>,1,0.000722793,0.000322165,0.33290378,0,0,0
<id-number>,1,0.00047408,0.000483247,0.316872745,0,0,0
<id-number>,1,0.000340929,0.000483247,0.312949071,0,0,0
<id-number>,1,0.000330891,0.000322165,0.306869378,0,0,0
<id-number>,1,0.000103961,0.000322165,0.282675659,0,0,0
<id-number>,1,0.000400264,0.000322165,0.315854433,0,0,0
<id-number>,1,0.001462212,0.000322165,0.34492036,0,0,0
<id-number>,1,0.001607148,0.000322165,0.351718847,0,0,0
<id-number>,1,0.001751343,0.000322165,0.354051707,0,0,0
<id-number>,1,0.001280131,0.000483247,0.337108575,0,0,0
<id-number>,1,0.00215711,0.000483247,0.365482842,0,0,0
<id-number>,1,0.001974282,0.000483247,0.348472638,0,0,0
<id-number>,1,0.0001201,0.000322165,0.282186133,0,0,0
<id-number>,1,0.000941476,0.000322165,0.333477505,0,0,0
<id-number>,1,0.000656306,0.000483247,0.322971537,0,0,0
<id-number>,1,0.001352928,0.00064433,0.339753652,0,0,0
<id-number>,1,0.00527244,0.002255155,0.377699787,0,0,0
<id-number>,1,0.000581418,0.000322165,0.319983996,0,0,0
<id-number>,1,0.000330379,0.000322165,0.310423137,0,0,0
<id-number>,1,0.000238697,0.000322165,0.302019818,0,0,0
<id-number>,1,0.000649041,0.000322165,0.324681994,0,0,0
<id-number>,1,0.000145412,0.000483247,0.297664182,0,0,0
<id-number>,1,0.000938094,0.000322165,0.331922289,0,0,0
<id-number>,1,0.00111428,0.000322165,0.338861178,0,0,0
<id-number>,1,0.00093023,0.000322165,0.33731058,0,0,0
<id-number>,1,0.000490833,0.000483247,0.316694472,0,0,0
<id-number>,1,0.000665315,0.000483247,0.32469902,0,0,0
<id-number>,1,0.000770752,0.000322165,0.332993294,0,0,0
<id-number>,1,0.001882492,0.000322165,0.355760431,0,0,0
<id-number>,1,0.001307142,0.000483247,0.349199769,0,0,0
<id-number>,1,0.000301012,0.000322165,0.308382405,0,0,0
<id-number>,1,0.000919253,0.000322165,0.334377919,0,0,0
<id-number>,1,0.000285933,0.000322165,0.310812685,0,0,0
<id-number>,1,0.000886503,0.000322165,0.33024055,0,0,0
<id-number>,1,0.001868137,0.000805412,0.362721007,0,0,0
<id-number>,1,0.003294984,0.00064433,0.369275424,0,0,0
<id-number>,1,0.003298765,0.000805412,0.359165331,0,0,0
<id-number>,1,0.001496964,0.000483247,0.340201654,0,0,0
<id-number>,1,0.000148407,0.000322165,0.291196873,0,0,0
<id-number>,1,0.000940535,0.00064433,0.33470326,0,0,0
<id-number>,1,0.00076909,0.000483247,0.332100312,0,0,0
<id-number>,1,0.00039365,0.000322165,0.31150067,0,0,0
<id-number>,1,0.001524394,0.000322165,0.350702895,0,0,0
<id-number>,1,0.001984277,0.000483247,0.355311316,0,0,0
<id-number>,1,0.000795973,0.000322165,0.333154542,0,0,0
<id-number>,1,0.000787695,0.000322165,0.329047205,0,0,0
<id-number>,1,0.00091262,0.000322165,0.330734447,0,0,0
<id-number>,1,0.001323446,0.000483247,0.350187214,0,0,0
<id-number>,1,0.000611775,0.000322165,0.326118413,0,0,0
<id-number>,1,0.001605572,0.001771907,0.339102427,0,0,0
<id-number>,1,0.001213796,0.000322165,0.349752051,0,0,0
<id-number>,1,0.003646663,0.001127577,0.356805942,0,0,0
<id-number>,1,0.003197343,0.00064433,0.3796683,0,0,0
<id-number>,1,0.002444849,0.000483247,0.36852817,0,0,0
<id-number>,1,0.001298465,0.000322165,0.350226827,0,0,0
<id-number>,1,0.001696398,0.00128866,0.340594626,0,0,0
<id-number>,1,0.000581597,0.000322165,0.321062445,0,0,0
<id-number>,1,0.00106914,0.000322165,0.338194894,0,0,0
<id-number>,1,0.002482216,0.00064433,0.351001095,0,0,0
<id-number>,1,0.003097662,0.00064433,0.367980645,0,0,0
<id-number>,1,0.000888394,0.000322165,0.329695453,0,0,0
<id-number>,1,0.002538966,0.000805412,0.348139565,0,0,0
<id-number>,1,0.00399833,0.000805412,0.370246969,0,0,0
<id-number>,1,0.002093933,0.001610825,0.340313839,0,0,0
<id-number>,1,0.000599114,0.000483247,0.324256929,0,0,0
<id-number>,1,0.001083139,0.000483247,0.334540511,0,0,0
<id-number>,1,0.001683551,0.000483247,0.347631389,0,0,0
<id-number>,1,0.001351262,0.000805412,0.338010279,0,0,0
<id-number>,1,0.001184061,0.000322165,0.349732296,0,0,0
<id-number>,1,0.002090064,0.00064433,0.346251206,0,0,0
<id-number>,1,0.000477757,0.000322165,0.31758785,0,0,0
<id-number>,1,0.001377354,0.000322165,0.349870624,0,0,0
<id-number>,1,0.001778818,0.00064433,0.343104688,0,0,0
<id-number>,1,0.003165924,0.000805412,0.361450605,0,0,0
<id-number>,1,0.003287251,0.001449742,0.358915506,0,0,0
<id-number>,1,0.000802428,0.000322165,0.333783101,0,0,0
<id-number>,1,0.002528961,0.000483247,0.359311223,0,0,0
<id-number>,1,0.001933435,0.000966495,0.342535283,0,0,0
<id-number>,1,0.001304818,0.000483247,0.341571619,0,0,0
<id-number>,1,0.001941136,0.000322165,0.354031464,0,0,0
<id-number>,1,0.00208556,0.00128866,0.349732296,0,0,0
<id-number>,1,0.002635515,0.00064433,0.370668082,0,0,0
<id-number>,1,9.27E-05,0.000322165,0.288523848,0,0,0
<id-number>,1,0.000347955,0.000322165,0.311297085,0,0,0
<id-number>,1,0.000787562,0.000322165,0.333567328,0,0,0
<id-number>,1,0.000889416,0.00064433,0.327949278,0,0,0
<id-number>,1,0.000448161,0.000322165,0.32101251,0,0,0
<id-number>,1,0.001291755,0.000805412,0.340444816,0,0,0
<id-number>,1,0.001461952,0.000322165,0.351279872,0,0,0
<id-number>,1,0.000968048,0.000322165,0.337789008,0,0,0
<id-number>,1,4.09E-05,0.000322165,0.273958513,0,0,0
<id-number>,1,0.001635248,0.00064433,0.341835614,0,0,0
<id-number>,1,0.001230834,0.000483247,0.335246904,0,0,0
<id-number>,1,0.00124272,0.000322165,0.340707071,0,0,0
<id-number>,1,0.004296973,0.001449742,0.37509149,0,0,0
<id-number>,1,0.001388461,0.00064433,0.350643316,0,0,0
<id-number>,1,0.002807149,0.000966495,0.367478357,0,0,0
<id-number>,1,0.0027169,0.000483247,0.365958056,0,0,0
<id-number>,1,0.001447856,0.000322165,0.345999682,0,0,0
<id-number>,1,0.000531631,0.000322165,0.322466947,0,0,0
<id-number>,1,0.002370124,0.000805412,0.346619475,0,0,0
<id-number>,1,0.000722793,0.000322165,0.33290378,0,0,0
<id-number>,1,0.001559438,0.000483247,0.343866847,0,0,0
<id-number>,1,0.000398724,0.000322165,0.315147105,0,0,0
<id-number>,1,0.000439195,0.000483247,0.317246148,0,0,0
<id-number>,1,0.001507901,0.00064433,0.341496267,0,0,0
<id-number>,1,0.002986741,0.000805412,0.360461655,0,0,0
<id-number>,1,0.001413452,0.000322165,0.34168471,0,0,0
<id-number>,1,0.000342419,0.000322165,0.315725592,0,0,0
<id-number>,0.964285714,0.004409966,0.00128866,0.365849944,1.68E-08,0,0
<id-number>,0.964285714,0.003618779,0.00128866,0.363701046,1.33E-06,0,0
<id-number>,0.952380952,0.003836155,0.001127577,0.373440101,9.34E-07,0,0
<id-number>,0.952380952,0.003113847,0.001127577,0.359457234,1.96E-06,0,0
<id-number>,0.939393939,0.004662119,0.00193299,0.370912322,3.24E-06,0,0
<id-number>,0.933333333,0.002772487,0.000966495,0.35709402,5.24E-08,0,0
<id-number>,0.928571429,0.003956756,0.00128866,0.374705616,1.90E-06,0,0
<id-number>,0.911111111,0.002841889,0.001610825,0.350484537,1.22E-06,0,0
<id-number>,0.908333333,0.002227883,0.00257732,0.336010978,2.05E-07,0,0
<id-number>,0.908333333,0.00303542,0.00257732,0.35565826,1.24E-06,0,0
<id-number>,0.904761905,0.002523269,0.001127577,0.345517008,2.56E-07,0,0
<id-number>,0.904761905,0.003987522,0.001127577,0.367086217,3.98E-07,0,0
<id-number>,0.9004329,0.007820844,0.003543814,0.38193994,4.30E-06,0,0
<id-number>,0.9,0.003564581,0.000805412,0.378693065,3.17E-06,0,0
<id-number>,0.9,0.001821666,0.000805412,0.343809567,3.20E-07,0,0
<id-number>,0.9,0.002676986,0.000805412,0.351140428,3.44E-07,0,0
<id-number>,0.9,0.002677619,0.000805412,0.358769935,1.14E-07,0,0
<id-number>,0.9,0.003496801,0.000805412,0.360987017,1.59E-07,0,0
<id-number>,0.9,0.002941089,0.000805412,0.35258002,4.50E-08,0,0
<id-number>,0.9,0.00355604,0.000805412,0.366760073,5.84E-08,0,0
<id-number>,0.895238095,0.005526674,0.002416237,0.378415346,7.31E-07,0,0
<id-number>,0.892857143,0.002881131,0.00128866,0.352118869,8.16E-07,0,0
<id-number>,0.888888889,0.003075487,0.001449742,0.35268043,4.73E-07,0,0
<id-number>,0.879120879,0.006146312,0.002255155,0.386059624,2.35E-06,0,0
<id-number>,0.876190476,0.004354769,0.002416237,0.371959531,5.78E-07,0,0
<id-number>,0.875,0.002793113,0.00257732,0.354660078,3.37E-06,0,0
<id-number>,0.875,0.003246248,0.00257732,0.348590346,5.27E-06,0,0
<id-number>,0.875,0.003238047,0.00257732,0.348472638,9.34E-06,0,0
<id-number>,0.866666667,0.002911926,0.000966495,0.359311223,7.54E-08,0,0
<id-number>,0.866666667,0.00284519,0.000966495,0.366521268,2.49E-06,0,0
<id-number>,0.866666667,0.002296002,0.000966495,0.348276636,6.02E-07,0,0
<id-number>,0.866666667,0.002748595,0.000966495,0.357155812,1.95E-06,0,0
<id-number>,0.866666667,0.003230763,0.000966495,0.364043172,1.11E-06,0,0
<id-number>,0.863636364,0.001919104,0.00193299,0.341402123,1.43E-06,0,0
<id-number>,0.861904762,0.005931258,0.003382732,0.380835864,4.36E-06,0,0
<id-number>,0.861111111,0.001409308,0.001449742,0.331229823,6.49E-07,0,0
<id-number>,0.861111111,0.003263839,0.001449742,0.349180077,6.84E-07,0,0
<id-number>,0.861111111,0.001844158,0.001449742,0.34119519,1.93E-06,0,0
<id-number>,0.858974359,0.002489731,0.002094072,0.340407384,6.31E-07,0,0
<id-number>,0.858333333,0.006216236,0.00257732,0.389777811,1.57E-06,0,0
<id-number>,0.857142857,0.001359633,0.001127577,0.336925145,1.42E-06,0,0
<id-number>,0.857142857,0.00192264,0.001127577,0.342459505,2.82E-07,0,0
<id-number>,0.857142857,0.001691109,0.001127577,0.338675836,1.91E-06,0,0
<id-number>,0.857142857,0.001861132,0.00128866,0.337439254,1.16E-06,0,0
<id-number>,0.857142857,0.004795225,0.001127577,0.373305017,1.36E-07,0,0
<id-number>,0.857142857,0.002509779,0.00128866,0.355924028,4.65E-06,0,0
<id-number>,0.857142857,0.003917099,0.001127577,0.360272899,7.13E-08,0,0
<id-number>,0.857142857,0.003888062,0.00128866,0.38281362,4.56E-07,0,0
<id-number>,0.857142857,0.002181773,0.00128866,0.3435044,3.36E-07,0,0
<id-number>,0.857142857,0.002310874,0.001127577,0.348080854,7.66E-07,0,0
<id-number>,0.846153846,0.002243005,0.002094072,0.338861178,6.89E-07,0,0
<id-number>,0.844444444,0.001836727,0.001610825,0.33834273,1.30E-06,0,0
<id-number>,0.844444444,0.003793537,0.001610825,0.364729358,1.19E-06,0,0
<id-number>,0.844155844,0.006437313,0.003543814,0.373913666,2.32E-05,0,0
<id-number>,0.838235294,0.004415649,0.002738402,0.364064576,8.17E-06,0,0
<id-number>,0.838095238,0.005103653,0.003382732,0.376459771,7.06E-06,0,0
<id-number>,0.836363636,0.003992875,0.001771907,0.361556132,8.51E-07,0,0
<id-number>,0.836363636,0.003355263,0.001771907,0.357961054,9.34E-07,0,0
<id-number>,0.836363636,0.004168427,0.001771907,0.353687685,1.94E-07,0,0
<id-number>,0.833333333,0.002330612,0.00064433,0.348786701,1.90E-07,0,0
<id-number>,0.833333333,0.002021595,0.00064433,0.348413814,5.01E-08,0,0
<id-number>,0.833333333,0.00236149,0.00064433,0.354985399,7.40E-08,0,0
<id-number>,0.833333333,0.002213306,0.00064433,0.35565826,8.21E-07,0,0
<id-number>,0.833333333,0.001863286,0.00064433,0.343390101,8.33E-08,0,0
<id-number>,0.833333333,0.00265802,0.00064433,0.360000599,3.53E-08,0,0
<id-number>,0.833333333,0.001281098,0.00064433,0.337237095,5.98E-08,0,0
<id-number>,0.833333333,0.002800585,0.00064433,0.35993782,7.89E-09,0,0
<id-number>,0.833333333,0.002176593,0.00064433,0.35318334,1.35E-07,0,0
<id-number>,0.833333333,0.002891415,0.001449742,0.347670427,7.28E-07,0,0
<id-number>,0.833333333,0.002705798,0.001449742,0.353284094,6.97E-07,0,0
<id-number>,0.833333333,0.001490312,0.00064433,0.339195306,1.14E-07,0,0
<id-number>,0.833333333,0.002070279,0.00064433,0.34455569,3.36E-08,0,0
<id-number>,0.833333333,0.002477947,0.00064433,0.350286265,9.06E-08,0,0
<id-number>,0.833333333,0.001202906,0.00064433,0.33231419,1.12E-07,0,0
<id-number>,0.833333333,0.003788238,0.001449742,0.365698695,4.22E-06,0,0
<id-number>,0.833333333,0.002412805,0.00064433,0.355985415,1.74E-07,0,0
<id-number>,0.833333333,0.001360662,0.00064433,0.335573938,1.11E-08,0,0
<id-number>,0.833333333,0.001860994,0.00064433,0.342876699,2.20E-07,0,0
<id-number>,0.833333333,0.001590383,0.00064433,0.350921525,4.81E-07,0,0
<id-number>,0.833333333,0.003639639,0.00064433,0.383619993,2.00E-06,0,0
<id-number>,0.833333333,0.002897331,0.00064433,0.365094947,1.72E-07,0,0
<id-number>,0.833333333,0.002008928,0.00064433,0.347436332,1.95E-07,0,0
<id-number>,0.833333333,0.002384839,0.00064433,0.351459321,6.21E-08,0,0
<id-number>,0.833333333,0.001634805,0.00064433,0.350444864,1.73E-07,0,0
<id-number>,0.833333333,0.003149171,0.00064433,0.370579347,7.01E-09,0,0
<id-number>,0.833333333,0.001547313,0.00064433,0.340519705,3.17E-08,0,0
<id-number>,0.833333333,0.00307588,0.00064433,0.370978989,4.13E-08,0,0
<id-number>,0.833333333,0.001263258,0.001449742,0.334848059,3.50E-07,0,0
<id-number>,0.830882353,0.005311897,0.002738402,0.363850647,5.97E-06,0,0
<id-number>,0.821428571,0.002719857,0.00128866,0.349594078,1.50E-07,0,0
<id-number>,0.821428571,0.003449951,0.00128866,0.355637833,3.49E-07,0,0
<id-number>,0.818181818,0.003448451,0.001771907,0.351499223,1.40E-06,0,0
<id-number>,0.80952381,0.003837246,0.001127577,0.361071218,1.44E-07,0,0
<id-number>,0.80952381,0.001962109,0.001127577,0.340108223,7.07E-07,0,0
<id-number>,0.80952381,0.003128435,0.001127577,0.358749149,2.72E-07,0,0
<id-number>,0.80952381,0.003704217,0.001127577,0.365375011,2.32E-06,0,0
<id-number>,0.80952381,0.002888719,0.001127577,0.357898983,1.29E-07,0,0
<id-number>,0.80952381,0.003929325,0.001127577,0.364965832,1.88E-07,0,0
<id-number>,0.80952381,0.003716904,0.001127577,0.366239446,6.44E-07,0,0
<id-number>,0.80952381,0.003983778,0.001127577,0.372317378,3.07E-07,0,0
<id-number>,0.805555556,0.002604279,0.001449742,0.352219016,6.29E-07,0,0
<id-number>,0.8,0.001752391,0.000966495,0.352018778,8.51E-06,0,0
<id-number>,0.8,0.003133369,0.000805412,0.368024387,4.97E-06,0,0
<id-number>,0.8,0.004689492,0.001610825,0.384596914,1.13E-05,0,0
<id-number>,0.8,0.002471998,0.000966495,0.349298263,3.42E-07,0,0
<id-number>,0.8,0.001700524,0.000966495,0.351918744,3.71E-06,0,0
<id-number>,0.8,0.002545592,0.000805412,0.358562181,1.04E-06,0,0
<id-number>,0.8,0.002808351,0.000805412,0.360987017,1.34E-06,0,0
<id-number>,0.8,0.001715824,0.000805412,0.350941414,5.60E-08,0,0
<id-number>,0.8,0.003114452,0.001610825,0.346522486,1.22E-06,0,0
<id-number>,0.8,0.00223668,0.000805412,0.350425032,2.61E-07,0,0
<id-number>,0.8,0.003535988,0.000805412,0.370202697,3.88E-07,0,0
<id-number>,0.8,0.002481578,0.000805412,0.355454094,1.32E-08,0,0
<id-number>,0.8,0.003790132,0.000966495,0.369275424,3.70E-07,0,0
<id-number>,0.8,0.001814091,0.000805412,0.344000573,2.99E-07,0,0
<id-number>,0.8,0.001833866,0.000805412,0.341308032,1.23E-07,0,0
<id-number>,0.8,0.00283198,0.000805412,0.359519846,1.39E-07,0,0
<id-number>,0.8,0.002696782,0.000805412,0.360692626,1.42E-07,0,0
<id-number>,0.8,0.001773161,0.000805412,0.341270409,8.49E-07,0,0
<id-number>,0.8,0.001727717,0.000805412,0.341044851,4.44E-08,0,0
<id-number>,0.8,0.001833874,0.000805412,0.352339269,2.62E-06,0,0
<id-number>,0.792207792,0.00662961,0.003543814,0.384740295,1.04E-05,0,0
<id-number>,0.791666667,0.004815881,0.00257732,0.37384594,2.52E-06,0,0
<id-number>,0.785714286,0.001463284,0.00128866,0.337439254,2.34E-06,0,0
<id-number>,0.785714286,0.002477009,0.00128866,0.342459505,3.42E-07,0,0
<id-number>,0.785714286,0.004328195,0.00128866,0.367173287,2.21E-07,0,0
<id-number>,0.777777778,0.004715158,0.001449742,0.378901622,1.78E-06,0,0
<id-number>,0.777777778,0.007377276,0.003060567,0.378924809,7.00E-06,0,0
<id-number>,0.777777778,0.001307006,0.001449742,0.335956286,0.000238887,0,0
<id-number>,0.777777778,0.001384355,0.001449742,0.337696897,1.78E-06,0,0
<id-number>,0.777777778,0.005414718,0.001449742,0.383382472,4.13E-07,0,0
<id-number>,0.777777778,0.004772963,0.001449742,0.378739391,1.19E-06,0,0
<id-number>,0.772727273,0.004582521,0.00193299,0.366521268,6.65E-07,0,0
<id-number>,0.771929825,0.006170047,0.003060567,0.380554994,8.79E-06,0,0
